"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"austin-tx-usa-52888","<a href='https://www.dischord.com/fugazi_live_series/austin-tx-usa-52888' target='_blank'>austin-tx-usa-52888</a>",1988,"1988 Spring USA Tour",1988-05-28,"Liberty Lunch","Austin","USA","Glass Eye",400,NA,30.2655522,-97.749048
"austin-tx-usa-52888","<a href='https://www.dischord.com/fugazi_live_series/austin-tx-usa-52888' target='_blank'>austin-tx-usa-52888</a>",1988,"1988 Spring USA Tour",1988-05-28,"Liberty Lunch","Austin","USA","Wildseeds",400,NA,30.2655522,-97.749048
"bakersfield-ca-usa-110795","<a href='https://www.dischord.com/fugazi_live_series/bakersfield-ca-usa-110795' target='_blank'>bakersfield-ca-usa-110795</a>",1995,"1995 Fall USA/Canada Tour",1995-11-07,"Tejon Theater","Bakersfield","USA","Dub Narcotic",900,"Very Good",35.3813283,-118.991703
"bakersfield-ca-usa-110795","<a href='https://www.dischord.com/fugazi_live_series/bakersfield-ca-usa-110795' target='_blank'>bakersfield-ca-usa-110795</a>",1995,"1995 Fall USA/Canada Tour",1995-11-07,"Tejon Theater","Bakersfield","USA","The Warmers",900,"Very Good",35.3813283,-118.991703
"bakersfield-ca-usa-30499","<a href='https://www.dischord.com/fugazi_live_series/bakersfield-ca-usa-30499' target='_blank'>bakersfield-ca-usa-30499</a>",1999,"1999 West Coast USA Tour",1999-03-04,"Juarez Hall","Bakersfield","USA","Fluf",400,"Very Good",35.3728847,-118.991851
"bakersfield-ca-usa-30499","<a href='https://www.dischord.com/fugazi_live_series/bakersfield-ca-usa-30499' target='_blank'>bakersfield-ca-usa-30499</a>",1999,"1999 West Coast USA Tour",1999-03-04,"Juarez Hall","Bakersfield","USA","Pop Rockets",400,"Very Good",35.3728847,-118.991851
"ballarat-australia-61997","<a href='https://www.dischord.com/fugazi_live_series/ballarat-australia-61997' target='_blank'>ballarat-australia-61997</a>",1997,"1997 Summer Australia/New Zealand Tour",1997-06-19,"Old YMCA","Ballarat","Australia",NA,968,"Very Good",-37.5640498,143.869038
"baltimore-md-usa-102592","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-102592' target='_blank'>baltimore-md-usa-102592</a>",1992,"1992 Summer/Fall Regional Dates",1992-10-25,"Steelworkers Hall","Baltimore","USA","Lungfish",1100,"Good",39.2859858,-76.54232
"baltimore-md-usa-102592","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-102592' target='_blank'>baltimore-md-usa-102592</a>",1992,"1992 Summer/Fall Regional Dates",1992-10-25,"Steelworkers Hall","Baltimore","USA","Womyn of Destruction",1100,"Good",39.2859858,-76.54232
"baltimore-md-usa-21190","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-21190' target='_blank'>baltimore-md-usa-21190</a>",1990,"1990 Winter/Spring Regional Dates",1990-02-11,"Studio 10","Baltimore","USA","Bazooka Joe",900,"Good",39.3096783,-76.61691
"baltimore-md-usa-21190","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-21190' target='_blank'>baltimore-md-usa-21190</a>",1990,"1990 Winter/Spring Regional Dates",1990-02-11,"Studio 10","Baltimore","USA","Jawbox",900,"Good",39.3096783,-76.61691
"baltimore-md-usa-21190","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-21190' target='_blank'>baltimore-md-usa-21190</a>",1990,"1990 Winter/Spring Regional Dates",1990-02-11,"Studio 10","Baltimore","USA","Outcrowd",900,"Good",39.3096783,-76.61691
"baltimore-md-usa-30295","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-30295' target='_blank'>baltimore-md-usa-30295</a>",1995,"1995 Spring Regional Dates",1995-03-02,"University of Maryland Baltimore","Baltimore","USA","Onespot Fringehead",1000,"Very Good",39.2497768,-76.711468
"baltimore-md-usa-30295","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-30295' target='_blank'>baltimore-md-usa-30295</a>",1995,"1995 Spring Regional Dates",1995-03-02,"University of Maryland Baltimore","Baltimore","USA","Slant 6",1000,"Very Good",39.2497768,-76.711468
"baltimore-md-usa-42997","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-42997' target='_blank'>baltimore-md-usa-42997</a>",1997,"1997 Spring Regional Dates",1997-04-29,"University of Maryland Baltimore","Baltimore","USA","Prisoner of Conscience",300,NA,39.2497768,-76.711468
"baltimore-md-usa-42997","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-42997' target='_blank'>baltimore-md-usa-42997</a>",1997,"1997 Spring Regional Dates",1997-04-29,"University of Maryland Baltimore","Baltimore","USA","Top Notch",300,NA,39.2497768,-76.711468
"baltimore-md-usa-51298","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-51298' target='_blank'>baltimore-md-usa-51298</a>",1998,"1998 Spring USA Tour",1998-05-12,"Teamsters Hall","Baltimore","USA","Lungfish",800,"Poor",39.3010775,-76.545376
"baltimore-md-usa-51298","<a href='https://www.dischord.com/fugazi_live_series/baltimore-md-usa-51298' target='_blank'>baltimore-md-usa-51298</a>",1998,"1998 Spring USA Tour",1998-05-12,"Teamsters Hall","Baltimore","USA","The Cranium",800,"Poor",39.3010775,-76.545376
"barcelona-spain-100899","<a href='https://www.dischord.com/fugazi_live_series/barcelona-spain-100899' target='_blank'>barcelona-spain-100899</a>",1999,"1999 Fall European Tour",1999-10-08,"Zeleste","Barcelona","Spain","No More Lies",1125,"Very Good",41.3977323,2.19111
"barcelona-spain-110190","<a href='https://www.dischord.com/fugazi_live_series/barcelona-spain-110190' target='_blank'>barcelona-spain-110190</a>",1990,"1990 Fall European Tour",1990-11-01,"KGB","Barcelona","Spain",NA,600,"Very Good",41.4076542,2.1624
"barcelona-spain-53192","<a href='https://www.dischord.com/fugazi_live_series/barcelona-spain-53192' target='_blank'>barcelona-spain-53192</a>",1992,"1992 Spring European Tour",1992-05-31,"Zeleste 2","Barcelona","Spain","Subterranean Kids",950,"Very Good",41.3977323,2.19111
"barcelona-spain-60395","<a href='https://www.dischord.com/fugazi_live_series/barcelona-spain-60395' target='_blank'>barcelona-spain-60395</a>",1995,"1995 Spring/Summer European Tour",1995-06-03,"Zeleste","Barcelona","Spain","Painbox",1280,"Very Good",41.3977323,2.19111
"belfast-northern-ireland-112489","<a href='https://www.dischord.com/fugazi_live_series/belfast-northern-ireland-112489' target='_blank'>belfast-northern-ireland-112489</a>",1989,"1989 Fall European Tour",1989-11-24,"Arts Centre","Belfast","Northern Ireland","Fual",300,"Poor",54.5877956,-5.935363
"belfast-northern-ireland-50995","<a href='https://www.dischord.com/fugazi_live_series/belfast-northern-ireland-50995' target='_blank'>belfast-northern-ireland-50995</a>",1995,"1995 Spring/Summer European Tour",1995-05-09,"Queen's Hall","Belfast","Northern Ireland",NA,600,"Good",54.5846991,-5.937413
"belfast-northern-ireland-51292","<a href='https://www.dischord.com/fugazi_live_series/belfast-northern-ireland-51292' target='_blank'>belfast-northern-ireland-51292</a>",1992,"1992 Spring European Tour",1992-05-12,"Queen's University Mandela Hall","Belfast","Northern Ireland","Tension",700,"Very Good",54.5848401,-5.939657
"belfast-northern-ireland-91690","<a href='https://www.dischord.com/fugazi_live_series/belfast-northern-ireland-91690' target='_blank'>belfast-northern-ireland-91690</a>",1990,"1990 Fall European Tour",1990-09-16,"Belfast Art College","Belfast","Northern Ireland","DFA",650,"Very Good",54.6045698,-5.928946
"belfast-northern-ireland-91690","<a href='https://www.dischord.com/fugazi_live_series/belfast-northern-ireland-91690' target='_blank'>belfast-northern-ireland-91690</a>",1990,"1990 Fall European Tour",1990-09-16,"Belfast Art College","Belfast","Northern Ireland","Unsound",650,"Very Good",54.6045698,-5.928946
"bellevue-wa-usa-50993","<a href='https://www.dischord.com/fugazi_live_series/bellevue-wa-usa-50993' target='_blank'>bellevue-wa-usa-50993</a>",1993,"1993 Spring USA Tour",1993-05-09,"YMCA","Bellevue","USA","Spinnanes",1000,"Very Good",47.6260752,-122.149889
"bellingham-wa-usa-53090","<a href='https://www.dischord.com/fugazi_live_series/bellingham-wa-usa-53090' target='_blank'>bellingham-wa-usa-53090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-30,"Underground / 1414 Cornwell","Bellingham","USA","Beat Happening",300,"Very Good",48.7510309,-122.476603
"bellingham-wa-usa-53090","<a href='https://www.dischord.com/fugazi_live_series/bellingham-wa-usa-53090' target='_blank'>bellingham-wa-usa-53090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-30,"Underground / 1414 Cornwell","Bellingham","USA","Seaweed",300,"Very Good",48.7510309,-122.476603
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Daizy Down",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Intense Manner of Living",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Jorge Cabeleira",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Oz",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Stigmata",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81594","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81594' target='_blank'>belo-horizonte-brazil-81594</a>",1994,"1994 Fall Brazil Tour",1994-08-15,"Belo Horizonte Independent Music Festival","Belo Horizonte","Brazil","Virna Lisi",3000,"Very Good",-19.917015,-43.9338
"belo-horizonte-brazil-81697","<a href='https://www.dischord.com/fugazi_live_series/belo-horizonte-brazil-81697' target='_blank'>belo-horizonte-brazil-81697</a>",1997,"1997 Summer Brazil/S. America Tour",1997-08-16,"Trash","Belo Horizonte","Brazil","Heffer",968,"Very Good",-19.915766,-43.926391
"bennington-vt-usa-41092","<a href='https://www.dischord.com/fugazi_live_series/bennington-vt-usa-41092' target='_blank'>bennington-vt-usa-41092</a>",1992,"1992 Spring East Coast Tour",1992-04-10,"Bennington College","Bennington","USA","Lunachicks",800,"Good",42.9203078,-73.235936
"bennington-vt-usa-91693","<a href='https://www.dischord.com/fugazi_live_series/bennington-vt-usa-91693' target='_blank'>bennington-vt-usa-91693</a>",1993,"1993 Fall USA/Canada Tour",1993-09-16,"Bennington College","Bennington","USA","Shudder to Think",400,"Very Good",42.9203078,-73.235936
"bergara-spainbasque-101099","<a href='https://www.dischord.com/fugazi_live_series/bergara-spainbasque-101099' target='_blank'>bergara-spainbasque-101099</a>",1999,"1999 Fall European Tour",1999-10-10,"Sala Jam","Bergara","Spain","Half Foot Outside",1300,NA,43.1236755,-2.42278
"bergara-spainbasque-101099","<a href='https://www.dischord.com/fugazi_live_series/bergara-spainbasque-101099' target='_blank'>bergara-spainbasque-101099</a>",1999,"1999 Fall European Tour",1999-10-10,"Sala Jam","Bergara","Spain","Lisabö",1300,NA,43.1236755,-2.42278
"bergen-norway-100400","<a href='https://www.dischord.com/fugazi_live_series/bergen-norway-100400' target='_blank'>bergen-norway-100400</a>",2000,"2000 Fall Northern European Tour",2000-10-04,"Kvarteret","Bergen","Norway",NA,300,"Excellent",60.3896713,5.321893
"berkeley-ca-usa-43093","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-43093' target='_blank'>berkeley-ca-usa-43093</a>",1993,"1993 Spring USA Tour",1993-04-30,"UC Berkeley Sproul Plaza","Berkeley","USA",NA,5000,"Good",37.8696099,-122.259005
"berkeley-ca-usa-52088","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52088' target='_blank'>berkeley-ca-usa-52088</a>",1988,"1988 Spring USA Tour",1988-05-20,"Gilman Street","Berkeley","USA","Beatnigs",199,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52088","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52088' target='_blank'>berkeley-ca-usa-52088</a>",1988,"1988 Spring USA Tour",1988-05-20,"Gilman Street","Berkeley","USA","Crimpshrine",199,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52088","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52088' target='_blank'>berkeley-ca-usa-52088</a>",1988,"1988 Spring USA Tour",1988-05-20,"Gilman Street","Berkeley","USA","Yeastie Girlz",199,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52089","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52089' target='_blank'>berkeley-ca-usa-52089</a>",1989,"1989 Spring USA Tour",1989-05-20,"Gilman Street","Berkeley","USA","Crash Worship",600,"Poor",37.8794951,-122.299279
"berkeley-ca-usa-52089","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52089' target='_blank'>berkeley-ca-usa-52089</a>",1989,"1989 Spring USA Tour",1989-05-20,"Gilman Street","Berkeley","USA","Pitchfork",600,"Poor",37.8794951,-122.299279
"berkeley-ca-usa-52089","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52089' target='_blank'>berkeley-ca-usa-52089</a>",1989,"1989 Spring USA Tour",1989-05-20,"Gilman Street","Berkeley","USA","Skinflute",600,"Poor",37.8794951,-122.299279
"berkeley-ca-usa-52089","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52089' target='_blank'>berkeley-ca-usa-52089</a>",1989,"1989 Spring USA Tour",1989-05-20,"Gilman Street","Berkeley","USA","Vagrants",600,"Poor",37.8794951,-122.299279
"berkeley-ca-usa-52090","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52090' target='_blank'>berkeley-ca-usa-52090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-20,"Gilman Street","Berkeley","USA","Beat Happening",650,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52090","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52090' target='_blank'>berkeley-ca-usa-52090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-20,"Gilman Street","Berkeley","USA","Monsula",650,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52090","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52090' target='_blank'>berkeley-ca-usa-52090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-20,"Gilman Street","Berkeley","USA","Pez",650,"Good",37.8794951,-122.299279
"berkeley-ca-usa-52090","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-52090' target='_blank'>berkeley-ca-usa-52090</a>",1990,"1990 Spring/Summer USA Tour",1990-05-20,"Gilman Street","Berkeley","USA","The Offspring",650,"Good",37.8794951,-122.299279
"berkeley-ca-usa-90191","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-90191' target='_blank'>berkeley-ca-usa-90191</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-01,"Gilman Street","Berkeley","USA","Bikini Kill",600,"Very Good",37.8794951,-122.299279
"berkeley-ca-usa-90191","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-90191' target='_blank'>berkeley-ca-usa-90191</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-01,"Gilman Street","Berkeley","USA","Nation of Ulysses",600,"Very Good",37.8794951,-122.299279
"berkeley-ca-usa-90191","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-90191' target='_blank'>berkeley-ca-usa-90191</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-01,"Gilman Street","Berkeley","USA","Tribate",600,"Very Good",37.8794951,-122.299279
"berkeley-ca-usa-90191","<a href='https://www.dischord.com/fugazi_live_series/berkeley-ca-usa-90191' target='_blank'>berkeley-ca-usa-90191</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-09-01,"Gilman Street","Berkeley","USA","Vagrants",600,"Very Good",37.8794951,-122.299279
"berlin-germany-100790","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-100790' target='_blank'>berlin-germany-100790</a>",1990,"1990 Fall European Tour",1990-10-07,"Neue Welt","Berlin","Germany","Urge",2000,"Good",52.4867934,13.421779
"berlin-germany-102888","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-102888' target='_blank'>berlin-germany-102888</a>",1988,"1988 Fall European Tour",1988-10-28,"Ex","Berlin","Germany","Naked Raygun",199,NA,52.4924633,13.38846
"berlin-germany-120389","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-120389' target='_blank'>berlin-germany-120389</a>",1989,"1989 Fall European Tour",1989-12-03,"TU Mensa","Berlin","Germany","Visions of Change",1400,NA,52.516557,13.323603
"berlin-germany-62892","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-62892' target='_blank'>berlin-germany-62892</a>",1992,"1992 Spring European Tour",1992-06-28,"Tempodrom","Berlin","Germany","Tech Ahead",2800,"Very Good",52.5188893,13.366555
"berlin-germany-62892","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-62892' target='_blank'>berlin-germany-62892</a>",1992,"1992 Spring European Tour",1992-06-28,"Tempodrom","Berlin","Germany","The Notwist",2800,"Very Good",52.5188893,13.366555
"berlin-germany-70295","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-70295' target='_blank'>berlin-germany-70295</a>",1995,"1995 Spring/Summer European Tour",1995-07-02,"TU Mensa","Berlin","Germany","Schwartzenegger",1500,"Very Good",52.516557,13.323603
"berlin-germany-92099","<a href='https://www.dischord.com/fugazi_live_series/berlin-germany-92099' target='_blank'>berlin-germany-92099</a>",1999,"1999 Fall European Tour",1999-09-20,"SO 36","Berlin","Germany","Real",949,"Very Good",52.5003761,13.422102
"bethesda-md-usa-120287","<a href='https://www.dischord.com/fugazi_live_series/bethesda-md-usa-120287' target='_blank'>bethesda-md-usa-120287</a>",1987,"1987 Fall/Winter Regional Dates",1987-12-02,"BCC High School","Bethesda","USA",NA,10,NA,38.9864928,-77.088504
"bielefeld-germany-100890","<a href='https://www.dischord.com/fugazi_live_series/bielefeld-germany-100890' target='_blank'>bielefeld-germany-100890</a>",1990,"1990 Fall European Tour",1990-10-08,"PC 69","Bielefeld","Germany","Flexx",1800,"Very Good",52.024928,8.55141
